,Date,Closing Price (USD)_ADA,24h Open (USD)_ADA,24h High (USD)_ADA,24h Low (USD)_ADA,Closing Price (USD)_ADA,24h Open (USD)_ADA,24h High (USD)_ADA,24h Low (USD)_ADA,Closing Price (USD)_BAT,24h Open (USD)_BAT,24h High (USD)_BAT,24h Low (USD)_BAT,Closing Price (USD)_BCH,24h Open (USD)_BCH,24h High (USD)_BCH,24h Low (USD)_BCH,Closing Price (USD)_BSV,24h Open (USD)_BSV,24h High (USD)_BSV,24h Low (USD)_BSV,Closing Price (USD)_BTC,24h Open (USD)_BTC,24h High (USD)_BTC,24h Low (USD)_BTC,Closing Price (USD)_BTG,24h Open (USD)_BTG,24h High (USD)_BTG,24h Low (USD)_BTG,Closing Price (USD)_DAI,24h Open (USD)_DAI,24h High (USD)_DAI,24h Low (USD)_DAI,Closing Price (USD)_DASH,24h Open (USD)_DASH,24h High (USD)_DASH,24h Low (USD)_DASH,Closing Price (USD)_DCR,24h Open (USD)_DCR,24h High (USD)_DCR,24h Low (USD)_DCR,Closing Price (USD)_DOGE,24h Open (USD)_DOGE,24h High (USD)_DOGE,24h Low (USD)_DOGE,Closing Price (USD)_EOS,24h Open (USD)_EOS,24h High (USD)_EOS,24h Low (USD)_EOS,Closing Price (USD)_ETC,24h Open (USD)_ETC,24h High (USD)_ETC,24h Low (USD)_ETC,Closing Price (USD)_ETH,24h Open (USD)_ETH,24h High (USD)_ETH,24h Low (USD)_ETH,Closing Price (USD)_IOTA,24h Open (USD)_IOTA,24h High (USD)_IOTA,24h Low (USD)_IOTA,Closing Price (USD)_LINK,24h Open (USD)_LINK,24h High (USD)_LINK,24h Low (USD)_LINK,Closing Price (USD)_LSK,24h Open (USD)_LSK,24h High (USD)_LSK,24h Low (USD)_LSK,Closing Price (USD)_NEO,24h Open (USD)_NEO,24h High (USD)_NEO,24h Low (USD)_NEO,Closing Price (USD)_QTUM,24h Open (USD)_QTUM,24h High (USD)_QTUM,24h Low (USD)_QTUM,Closing Price (USD)_USDT,24h Open (USD)_USDT,24h High (USD)_USDT,24h Low (USD)_USDT,Closing Price (USD)_XEM,24h Open (USD)_XEM,24h High (USD)_XEM,24h Low (USD)_XEM,Closing Price (USD)_XLM,24h Open (USD)_XLM,24h High (USD)_XLM,24h Low (USD)_XLM,Closing Price (USD)_XMR,24h Open (USD)_XMR,24h High (USD)_XMR,24h Low (USD)_XMR,Closing Price (USD)_XRP,24h Open (USD)_XRP,24h High (USD)_XRP,24h Low (USD)_XRP,Closing Price (USD)_XTZ,24h Open (USD)_XTZ,24h High (USD)_XTZ,24h Low (USD)_XTZ,Closing Price (USD)_ZRX,24h Open (USD)_ZRX,24h High (USD)_ZRX,24h Low (USD)_ZRX
1873,2018-11-17,0.0601945423,0.0602361686,0.0604245714,0.0587801885,0.0601945423,0.0602361686,0.0604245714,0.0587801885,,,,,331.0274473872,338.6099408892,354.9262052668,316.5926992341,,,,,5497.4112787322,5513.4238604307,5564.0289679111,5466.5005898062,27.4674185654,27.2270372656,27.5742984653,26.3314725436,,,,,134.8260003906,140.3353011992,141.9160837102,132.7284603239,,,,,,,,,4.5369956929,4.5084929929,4.5523585047,4.4678493986,7.2951020035,7.4052838102,7.4791147789,7.290445529,172.4227590972,173.0264027568,174.806830636,171.1658317983,0.4032024929,0.4057342654,0.4132058102,0.400105813,,,,,2.058678204,2.0759992333,2.1092465906,2.0374664495,12.2509545007,12.563801106,12.6426698692,12.2331724151,3.0773003732,3.1082784501,3.1239520472,3.0458189584,0.9795622948,0.9759999024,0.9948092211,0.9759139139,0.0917661526,0.0939994094,0.0955595065,0.0910305098,0.2427458927,0.2360857727,0.2457264171,0.2313403538,89.3295618704,89.108651036,90.575163329,87.0304414477,0.4865827668,0.4693884349,0.4954134137,0.4638508982,,,,,,,,
1874,2018-11-18,0.0608630676,0.0601518682,0.062344553,0.0600924396,0.0608630676,0.0601518682,0.062344553,0.0600924396,,,,,286.3623040875,331.0401908514,359.7292412757,269.681357676,,,,,5553.014895008,5497.3677842212,5638.9769731761,5495.6778216834,26.8434941913,27.4674185654,28.4716125461,26.7416620008,,,,,130.656966373,134.8254823551,141.1724057251,130.1592518285,,,,,,,,,4.5206518374,4.536607682,4.6172889813,4.4916431924,7.3375026774,7.2951039361,7.552796446,7.2911187534,174.2842340043,172.4072191816,179.6217579105,172.2452073034,0.4064995152,0.4030636323,0.4127517146,0.4028294004,,,,,2.0773386835,2.0586782034,2.1378168774,2.0511193806,12.3849887825,12.2482153382,12.6031977049,12.2446089259,3.0625400526,3.0773003723,3.144491481,3.0440406689,0.9834433255,0.9795622948,0.9875759592,0.9777088237,0.092186461,0.0917311979,0.0939302505,0.0912722687,0.2462441843,0.2426673407,0.2538940743,0.2407457452,87.8333998575,89.3282424337,94.457759232,87.4234296836,0.5032705526,0.4863958354,0.5207802755,0.4833211617,,,,,,,,
1875,2018-11-19,0.0513722347,0.0608629284,0.0619725366,0.0506339429,0.0513722347,0.0608629284,0.0619725366,0.0506339429,,,,,225.7623200477,286.3622873467,294.1657071411,219.6364740538,,,,,4800.3428974568,5553.014746716,5610.1495510444,4708.8642554494,26.6641949719,26.8476375847,28.0251811132,26.5133411025,,,,,109.020159868,130.6301848937,132.3905458417,108.8248628932,,,,,,,,,3.9837686063,4.5206516328,4.5829221484,3.9196562281,6.0729961203,7.342123381,7.438050519,6.0185122722,146.5471692079,174.2842246183,176.6941822427,142.5248828847,0.3451098494,0.4061394398,0.4093239717,0.3411173861,,,,,1.6045400179,2.0772066145,2.0980774232,1.5785691689,9.9284611062,12.3849887825,12.5278808908,9.8033062112,2.5189791873,3.0626091305,3.1000323681,2.4668515601,0.965733311,0.9834433255,0.9948433641,0.9652671042,0.081991127,0.092208427,0.0933277293,0.0807571568,0.2208828146,0.246243022,0.249757479,0.2196644017,73.2674940272,87.8136199286,90.8496492384,72.1906846368,0.4715154611,0.5031938772,0.510621593,0.4640438778,,,,,,,,
1876,2018-11-20,0.0429362501,0.0515664387,0.0523780325,0.0414923515,0.0429362501,0.0515664387,0.0523780325,0.0414923515,,,,,221.5003400908,227.2669003845,260.0597592837,206.0980834513,,,,,4246.3127740611,4744.6198406513,4888.6227118272,4076.5947165121,20.2832014978,26.6645555231,26.8769018069,18.1463738041,,,,,100.5580041804,109.102539757,113.6776175734,96.9893487286,,,,,,,,,3.6160115487,3.9857292937,4.126949025,3.2882758844,5.3990097642,6.0710225373,6.3337017145,4.9418784299,125.7555887987,145.4402680489,149.9308201989,120.612173729,0.2923504081,0.3459370081,0.3594405525,0.2782089293,,,,,1.4267910199,1.6055600541,1.7466912692,1.3696887839,8.5100179911,9.9286416273,10.2570923541,7.8549886154,2.317699449,2.5128744905,2.6181250455,2.1505575128,0.9524720623,0.965733311,0.9732986099,0.9310361776,0.0748669034,0.082099097,0.0853388081,0.0698891337,0.1853971109,0.220887502,0.2288944873,0.1750632287,64.9871610559,73.2636880825,74.445926318,63.034927081,0.4262700695,0.4721620615,0.4959359452,0.4084509722,,,,,,,,
1877,2018-11-21,0.0466673749,0.0442568761,0.0480925087,0.0422765523,0.0466673749,0.0442568761,0.0480925087,0.0422765523,,,,,229.2658709178,228.8362365276,242.5078301075,223.7932517974,,,,,4478.2995582941,4364.7415489787,4631.902484782,4250.1650634179,21.5413098448,20.7937003538,22.5512987828,19.6592717285,,,,,113.2188434581,103.6999980919,114.1136393397,101.6431544694,,,,,,,,,3.7226517005,3.6579143982,3.8372783949,3.5018858014,5.5778553837,5.4233594952,5.8175146178,5.2250940546,133.2821790424,128.1980513562,137.4864008163,122.2559953247,0.3211601615,0.2968800553,0.3239978353,0.2922156733,,,,,1.5823142782,1.4547150945,1.6541925816,1.4148780275,8.9156318917,8.7682407066,9.2878558033,8.3501582983,2.4192226458,2.3676781529,2.4882530228,2.2786955126,0.9702873583,0.9565969413,0.9764471275,0.954674628,0.0799342409,0.0763706382,0.0830986553,0.0730291194,0.1977106101,0.189205749,0.2079241213,0.1818906434,69.1918665192,66.8247447107,70.5891978046,64.0277155083,0.4410269448,0.4328636905,0.4559770644,0.4146717396,,,,,,,,
1878,2018-11-22,0.0454842024,0.0466440601,0.0481561453,0.0448392492,0.0454842024,0.0466440601,0.0481561453,0.0448392492,,,,,215.561474677,229.1757578225,238.5695188858,210.0611691977,,,,,4405.7440313629,4476.2272441122,4591.8791150933,4354.5686489715,21.0967444078,21.5412604682,22.0660759608,20.4480823623,,,,,108.1292313572,113.1958644836,125.1234618868,106.0195486924,,,,,,,,,3.6324722263,3.7211747247,3.8109497704,3.6077103696,5.4534936465,5.5756239001,5.7308125554,5.4438850802,128.1883998952,133.2389623706,136.4927468009,126.8352930578,0.3139151882,0.320990627,0.3289378044,0.3043166158,,,,,1.5906025405,1.5823172252,1.6871449896,1.5134485185,8.6914282129,8.9113620491,9.2445949436,8.4943042811,2.366655716,2.4184085011,2.4882862757,2.3312569674,0.9744819591,0.9702873583,0.9782681299,0.9702870237,0.0876186526,0.079885529,0.0886362204,0.0795828957,0.1892389755,0.1976197534,0.2034500604,0.1882281774,68.7696138201,69.1749038271,71.7088269031,64.3374242017,0.4315053939,0.4408469151,0.4483378711,0.4278773191,,,,,,,,
1879,2018-11-23,0.0431556899,0.045483356,0.0455821812,0.0410209252,0.0431556899,0.045483356,0.0455821812,0.0410209252,,,,,216.2724948057,215.5614820965,222.6318670538,192.6761677,,,,,4329.9172203207,4405.744487254,4405.7445849197,4119.999690568,19.949381314,21.0967603757,21.9191536341,18.8998362896,,,,,102.2378181782,108.1610747682,108.1610747682,98.1341355805,,,,,,,,,3.5911815386,3.6360047061,3.6430775971,3.3327938846,5.1990240652,5.4537960462,5.4580946164,4.9151320611,122.6725869153,128.1883847113,128.2918743532,116.7809325888,0.3123239079,0.314304666,0.3176214671,0.288655044,,,,,1.4993802527,1.5914305824,1.5914305824,1.4249471119,8.545892046,8.6913212702,8.6913629432,7.8302397666,2.3466312394,2.366337697,2.3708315078,2.1866297954,0.9714778383,0.974393398,0.9773560122,0.9684224814,0.0779185013,0.0876874634,0.087704564,0.0746866532,0.178724972,0.1892360685,0.1894721845,0.1724019264,68.0930535653,68.7688295686,68.8822929294,62.9651423606,0.4094795363,0.4315010398,0.4319009845,0.3945278485,,,,,,,,
1880,2018-11-24,0.0365608152,0.0431546539,0.0441475874,0.0359093295,0.0365608152,0.0431546539,0.0441475874,0.0359093295,,,,,191.89586896,216.2829837401,225.1229350237,190.3542861295,,,,,3728.8726484882,4329.9254247354,4378.5098917473,3668.6139696012,18.5274181652,19.9493475896,24.9048407812,18.1451221482,,,,,94.2372824899,102.316890538,105.5987637547,94.0915647497,,,,,,,,,3.1739875927,3.5921965966,3.6409845652,3.1262878881,4.5117283381,5.2000160847,5.2718582305,4.386865562,110.0448362641,122.6687730218,126.073782103,108.5709409657,0.274389907,0.3129928364,0.3189405874,0.2617888177,,,,,1.278556409,1.4987824406,1.5807236383,1.2541642437,7.2242955385,8.5417439797,8.7903203444,7.0985988018,2.0857764312,2.3468758886,2.3825892313,2.0768093143,0.9589381515,0.9715734322,0.9734606239,0.9583236309,0.0653205256,0.0778724552,0.0798210739,0.0623457034,0.1440369214,0.1786935931,0.1836078474,0.1424195824,59.9255374237,68.0971638202,70.3656086777,59.4501549403,0.3706907194,0.4094800698,0.4176103197,0.3648796793,,,,,,,,
1881,2018-11-25,0.0371805046,0.0377144964,0.0385276904,0.0316699411,0.0371805046,0.0377144964,0.0385276904,0.0316699411,,,,,193.1880872869,196.2744647466,206.5354584867,162.2903502744,,,,,3951.20502915,3788.2890885374,4101.9993874026,3447.5760411337,19.9696235566,19.2902891032,21.4741131089,17.3845295058,,,,,92.8132169721,94.8217198834,96.0778843696,85.0949151101,,,,,,,,,3.3047341803,3.219381434,3.419891475,2.9661755065,4.695804252,4.6973691224,4.836127485,4.1275098881,114.1145073904,111.2224859856,118.4747263313,98.8005450446,0.2794861875,0.2750587999,0.2886542186,0.2434976988,,,,,1.3583834286,1.318107527,1.3953569976,1.167089031,7.5455053109,7.3231846141,7.9425194917,6.5280665099,2.0628492368,2.1497683363,2.1622976629,1.856782431,0.9696182864,0.96307217,0.9725834255,0.9461831653,0.0715062232,0.0677982269,0.074042809,0.0623259085,0.1538152159,0.1501557437,0.1565285625,0.1279283713,58.264469263,59.7562692721,61.0067652698,53.7957847707,0.3728092287,0.3723224686,0.3870779357,0.3229670721,,,,,,,,
1882,2018-11-26,0.0343667637,0.0371942952,0.0390702497,0.0331110085,0.0343667637,0.0371942952,0.0390702497,0.0331110085,,,,,198.1547928914,193.1952174699,233.4400204411,185.4836248935,,,,,3640.5571648024,3951.2115204756,4064.7482167097,3530.7216456852,18.4007945976,19.9696264153,21.5180421193,18.0568550302,,,,,90.373806855,92.8132552827,96.4687732629,83.9185187816,,,,,,,,,3.0712921292,3.3049773535,3.3669058341,3.0048798799,4.1950407804,4.6947676812,4.7940538872,4.1034502771,104.3975845619,114.1155443288,116.7931259144,103.2724790231,0.2614680231,0.2794882434,0.2877971247,0.24822904,,,,,1.252134934,1.3583949055,1.4140210124,1.1809334903,7.0155557886,7.5455417568,7.7986419885,6.6842570386,1.8881524647,2.0628968387,2.1044165237,1.8416159838,0.9636508841,0.9696182852,0.9718172984,0.9535683154,0.0676941798,0.0715072282,0.0752396623,0.0639974688,0.1381828926,0.1537483333,0.1614992439,0.1333135198,53.5803977433,58.2675190812,60.5401647049,53.271060626,0.3494318045,0.3727929286,0.3873560792,0.3369119661,,,,,,,,
1883,2018-11-27,0.0365290216,0.0343669557,0.036803203,0.0332348358,0.0365290216,0.0343669557,0.036803203,0.0332348358,,,,,202.2882289569,198.0863136771,216.6516998972,187.6693805465,,,,,3792.1923641199,3640.9379250251,3830.8201418608,3559.3240649925,19.056624544,18.4008057414,19.4561685291,17.7828389009,,,,,91.0575544092,90.373951262,96.4628389909,87.2590073331,,,,,,,,,2.9953733548,3.0713367886,3.1608873302,2.8059890953,4.5066215625,4.1951192015,4.5950465524,4.1187209013,110.2687594118,104.3995032889,111.1176147175,99.8519402474,0.2669324831,0.2614391694,0.2737466891,0.2515714732,,,,,1.3586200938,1.2522063747,1.3692392762,1.2335703462,7.1533007816,7.0157652369,7.2305623795,6.586110453,1.9356440627,1.8882103455,1.9651711953,1.8016967746,0.970777769,0.9636508841,0.9744939456,0.9626872695,0.0767137097,0.067697655,0.0769690511,0.0666878736,0.1449164177,0.1381989556,0.1467255227,0.1344779037,58.9456943954,53.5806506247,59.6251712287,52.8252132333,0.3630475231,0.3494622796,0.3673477984,0.3405678904,,,,,,,,
1884,2018-11-28,0.0413131251,0.0365284705,0.0439503344,0.0359162219,0.0413131251,0.0365284705,0.0439503344,0.0359162219,,,,,207.5344248364,202.2952786968,216.8988107085,191.4274740055,,,,,4174.31997237,3792.1959942366,4341.4399220735,3752.4461786953,19.4785278648,19.0565447253,20.1112585024,18.347331185,,,,,98.5517738963,91.0573236268,102.4601377702,90.3996480983,,,,,,,,,3.2324527697,2.9953443657,3.3310220542,2.9594551443,4.8797774807,4.5065931678,5.0639615353,4.4567997718,120.0311165884,110.2603759407,125.2017907996,108.00830504,0.2905804538,0.2669251829,0.3040735864,0.2629051607,,,,,1.5327043986,1.3585986335,1.6085071172,1.3417689522,8.1450252018,7.1532106896,8.6801860673,7.1163721593,2.1338594323,1.9356319243,2.2233548881,1.9144339992,0.9858522266,0.970777769,0.9899999243,0.9695545978,0.0801311392,0.0767132032,0.0836392377,0.0749593706,0.1583639078,0.1448683658,0.1659609495,0.1425490795,62.8794017278,58.9456605363,65.7300018074,56.9646453961,0.3851741788,0.3630465571,0.3981789183,0.3569294962,,,,,,,,
1885,2018-11-29,0.041431306,0.04131298,0.0444974157,0.0393513395,0.041431306,0.04131298,0.0444974157,0.0393513395,,,,,203.9673192601,209.4752418868,214.2674428548,200.8900270773,,,,,4218.6083631146,4220.3233352743,4400.4625831009,4082.3198208161,18.7576125041,19.3098738876,19.6651535304,18.4823523053,,,,,96.7457755764,98.38945953,100.8426916916,94.1052488365,,,,,,,,,2.9756673473,3.2354314742,3.2690988928,2.8855071637,4.8258877024,4.8787085593,5.0465894605,4.743633011,116.0877313296,121.5909338037,122.699183964,113.3702996347,0.3008570941,0.2908455482,0.3090524139,0.2836044944,,,,,1.4967153326,1.5346480064,1.5813306674,1.4602332642,8.2791471759,8.1356436285,8.8429757012,7.9167573033,2.1278234738,2.1337464628,2.2599213651,2.0649110385,0.9862911979,0.9858522073,0.9926968366,0.9834179229,0.0778350937,0.0802725197,0.0830138895,0.0772455,0.1607808073,0.1583636558,0.1719432441,0.152384572,60.9101765221,62.8641108331,65.5330463108,60.0886110605,0.3765519085,0.3882260995,0.3917218308,0.3708110932,,,,,,,,
1886,2018-11-30,0.0393375714,0.041596929,0.0422240841,0.0371394242,0.0393375714,0.041596929,0.0422240841,0.0371394242,,,,,200.797830576,207.4058152047,214.999697858,193.7102416645,,,,,3952.4478953992,4241.7446996734,4299.9763743864,3878.6581009553,18.3312782241,18.9358993695,19.5763058855,17.7077255252,,,,,91.8916401858,97.3905914712,99.2444514777,88.8881722141,,,,,,,,,2.8465169407,3.007191026,3.0531030087,2.775431323,4.5250727974,4.8767727858,4.972740908,4.4559845172,111.4911436578,117.0061007658,119.0906502607,110.1265901239,0.2847227578,0.3028800676,0.3039490215,0.2740081909,,,,,1.3858557995,1.5137212164,1.528105828,1.3105145496,7.5694481954,8.3794682197,8.4772556618,7.4091024291,1.9918556236,2.1435444642,2.1459149044,1.9483448438,0.9839564696,0.988431996,0.9920422189,0.9792765003,0.0741086399,0.0788640959,0.0800771628,0.0706414754,0.1554395098,0.1635135241,0.1728362731,0.1504958775,57.3761203748,61.2828600924,63.0989118973,56.8269057443,0.3613130401,0.3796663339,0.3811988421,0.3533179151,,,,,,,,
1887,2018-12-01,0.0418463521,0.0393426854,0.0429144787,0.0389206627,0.0418463521,0.0393426854,0.0429144787,0.0389206627,,,,,204.8990079706,200.8220550757,211.2510593229,192.2706276173,,,,,4178.60382773,3953.5214624664,4251.3699479575,3904.3941906643,18.6870655086,18.3312801306,19.1582026138,17.8061782436,,,,,95.5279414105,91.8916766417,98.7167275402,90.9096862425,,,,,,,,,2.9458515827,2.8472357748,3.0033525175,2.8031595855,4.8228098258,4.5253699371,4.916400431,4.4320738472,117.6414341561,111.5422555501,119.2767290118,110.3872293917,0.2930015546,0.2847532125,0.2971951326,0.2797944463,,,,,1.492083879,1.386010991,1.5540824388,1.3289509089,8.1128416735,7.5702432356,8.285664447,7.4173868922,2.1050455654,1.9919890326,2.1428985008,1.9831048898,0.9877247636,0.9839564696,0.9898434646,0.98050598,0.0781126831,0.0741301169,0.0801686652,0.0741296194,0.1638301392,0.1554051473,0.1687228047,0.1550810862,60.2178983638,57.3761834492,61.97150254,57.2063420539,0.3706926334,0.3613623318,0.3755509028,0.3562283875,,,,,,,,
1888,2018-12-02,0.0415728022,0.0418463446,0.0431936084,0.0402488676,0.0415728022,0.0418463446,0.0431936084,0.0402488676,,,,,214.1713319227,203.7690631376,220.770577562,203.7166928332,,,,,4118.5182417699,4138.477059627,4255.9540212471,4038.0985836485,18.2510894676,18.6870655086,18.8106935039,17.8417953883,,,,,93.4200645306,95.5279414105,98.3437568603,91.3786535474,,,,,,,,,2.8515359026,2.9458515416,3.0012597966,2.8079341769,5.137402011,4.8228096776,5.2906299023,4.7665628135,115.4385357312,117.0862265027,119.3837999654,114.5406762758,0.2915604426,0.293001524,0.3023378382,0.2858908088,,,,,1.4573545735,1.49208365,1.5489468741,1.4374869456,7.8615282953,8.1128410279,8.3647865322,7.762444338,2.1121620061,2.1050455016,2.1548106585,2.0584253707,0.9853911269,0.9877247636,0.987821525,0.9816952399,0.0782864527,0.0781126774,0.0796849384,0.0762839808,0.1594414734,0.1638301305,0.1669106789,0.157768857,59.615471662,60.2178983638,61.7983269105,58.1801839308,0.3676762404,0.3696031273,0.3762726325,0.3629133418,,,,,,,,
1889,2018-12-03,0.0384595054,0.0415700825,0.0418269966,0.0374129267,0.0384595054,0.0415700825,0.0418269966,0.0374129267,,,,,191.6646469114,214.1713319226,214.2751162971,187.7950575246,,,,,3847.0327374089,4092.8511149115,4104.8589568089,3755.3260924828,17.0858646887,18.2510859329,18.3841850231,16.907253419,,,,,85.2924646914,93.4200204368,95.0616538959,82.6549599382,,,,,,,,,2.6287592984,2.8515368443,2.8745181207,2.5440115005,4.5110305318,5.1371935111,5.1580474276,4.4686580847,108.0357964093,115.4328903045,115.7958058699,105.2594212028,0.2719638157,0.291537377,0.2926815694,0.2632315348,,,,,1.3487778043,1.457267331,1.4771838085,1.3224140742,7.2889610393,7.8611283644,7.9248734846,7.1049694927,1.9444046505,2.1120580918,2.120947448,1.9017899492,0.9863454064,0.9853911269,0.9870574228,0.9800643083,0.0742592156,0.0782819478,0.0784607334,0.0719227145,0.1492327547,0.159434326,0.1599906318,0.1470941094,54.9622549861,59.6153220999,60.0042974609,53.6772784225,0.3511069474,0.3677070718,0.3688921025,0.3457247379,,,,,,,,
1890,2018-12-04,0.0372305304,0.0384598133,0.0396212119,0.0367011256,0.0372305304,0.0384598133,0.0396212119,0.0367011256,,,,,186.0791087428,191.6638294756,193.3313231154,176.3005582202,,,,,3889.2921196935,3847.0204604306,4034.5315580589,3724.0033427821,16.3021230769,17.0858646887,17.2993227689,15.6643535308,,,,,85.2959675068,85.2925017224,89.6299274208,82.5203442979,,,,,,,,,2.4538725552,2.6287787146,2.6422618627,2.3362744973,4.3648512987,4.5110378918,4.7401788941,4.3507583161,109.0668852759,108.0424719194,112.634251442,104.9790879191,0.2721017147,0.2719694482,0.2822577643,0.257117196,,,,,1.3973692158,1.3487801713,1.4771294256,1.3241201907,7.4843958201,7.2890570683,7.8916638079,6.9813696341,1.9416842412,1.9444110217,2.0061629193,1.8017192438,0.9859996703,0.9863454064,0.9896028215,0.981454317,0.0761381855,0.0742604315,0.0845211573,0.0728258794,0.1472928057,0.1492344285,0.1538510293,0.1436069712,56.4797989692,54.9622786662,59.7571289689,53.6449689773,0.3526177027,0.3512902467,0.3613621071,0.3400530029,,,,,,,,
1891,2018-12-05,0.0343022413,0.0372307365,0.0372402053,0.0337530119,0.0343022413,0.0372307365,0.0372402053,0.0337530119,,,,,129.1607937648,185.9456787344,186.0457032083,129.0512323337,,,,,3713.5733827508,3889.292261066,3913.5317755509,3675.5414837475,15.3055219446,16.3020521303,16.5508843091,15.2609523322,,,,,77.903176176,85.2959701688,85.7965170375,77.4682532599,,,,,,,,,2.1963826349,2.4530861452,2.4577549666,2.1383350737,3.9979199234,4.3648784637,4.4302390421,3.9446521896,102.1066862708,109.0694289338,109.6285923067,101.4832580808,0.2536813185,0.2721049033,0.2743524275,0.2492090519,,,,,1.3242093189,1.3959453046,27.0045481107,1.3152596201,6.9360449443,7.484438134,7.5578538634,6.902054279,1.8406229919,1.9416933417,1.9488575899,1.8256530386,0.9820751653,0.9859996703,0.9898957478,0.9793231267,0.0761888985,0.0761386253,0.0780772856,0.0740462164,0.1337319246,0.1472831917,0.1472831917,0.1316404307,51.9700813349,56.4778560568,57.6088616461,51.9670518029,0.3380055027,0.3526061011,0.3599081466,0.3374293718,,,,,,,,
1892,2018-12-06,0.0313637409,0.0338389058,0.0352787079,0.0313069073,0.0313637409,0.0338389058,0.0352787079,0.0313069073,,,,,108.650267177,128.0196691002,130.4146689376,108.632798692,,,,,3578.2066240384,3696.3514674753,3838.1209766583,3547.0139392787,14.1754770118,15.2877477529,15.6686409379,14.0688376603,,,,,69.5608873298,77.4845470958,78.649446403,69.3648213076,,,,,,,,,1.8975563256,2.1587471823,2.235801142,1.8924858502,3.6321799916,3.9604106262,4.1668670149,3.6209862964,92.5781746424,100.717290325,103.2491783079,92.4778451338,0.2409724763,0.2527249757,0.2612999594,0.2371267321,,,,,1.2411294488,1.3217472013,1.4046074046,1.2348157966,6.3250166601,6.9019740036,7.188630053,6.3090062234,1.7039576942,1.8151157079,1.8680420846,1.7010147821,0.9833107805,0.9815422949,0.9873717717,0.9789992801,0.0708642476,0.075861528,0.0775398744,0.069632462,0.1226652027,0.1324771431,0.1373144816,0.1226652027,47.8447300293,51.9270909973,53.8066020419,47.6973612921,0.3180292742,0.3354336775,0.3416227142,0.3180089071,,,,,,,,
1893,2018-12-07,0.0295808113,0.031354862,0.0317365013,0.0271039792,0.0295808113,0.031354862,0.0317365013,0.0271039792,,,,,109.0228087744,108.6505109316,115.9880853038,96.2031804338,,,,,3391.8741459694,3578.2072060032,3621.5012565288,3201.7627967705,12.4226478944,14.1754775108,14.3532444844,11.6566324953,,,,,66.8611613493,69.5608799765,70.1546825167,58.8157343794,,,,,,,,,1.752061637,1.8977593619,1.9336811788,1.5312592576,3.9399313978,3.6320994475,3.9738225644,3.2211496115,93.2753310638,92.5691517535,96.3946113496,81.3044061189,0.2311978451,0.2409735582,0.2433341827,0.208245184,,,,,1.186171007,1.2411304449,1.2557453479,1.1031947217,6.0986530925,6.3250425766,6.4044710939,5.37267719,1.5710820868,1.7037795757,1.7150828176,1.4590276783,0.9948777231,0.9833107805,0.996529421,0.9792583018,0.0715210988,0.0708605694,0.0726178855,0.0649742433,0.1146128375,0.12269486,0.1236537374,0.1051697876,46.1186959307,47.8447267612,48.4640766494,42.8644145015,0.3049821459,0.3180560951,0.3195960221,0.2886937249,,,,,,,,
1894,2018-12-08,0.0306105682,0.0295806177,0.0318703857,0.0283649746,0.0306105682,0.0295806177,0.0318703857,0.0283649746,,,,,107.4702414016,109.0256283834,111.7073337059,101.2823494447,,,,,3452.6161853921,3391.8781755963,3475.9301775671,3251.8357967294,12.1195199656,12.4226478944,13.3100020415,11.3190726707,,,,,70.0327743093,66.8611806047,70.4432708851,63.8162392701,,,,,,,,,1.8560763101,1.753701418,1.9319263615,1.6258049582,3.9218882825,3.9390344368,3.9825293589,3.4868833183,92.1408924166,93.2807852963,97.3145744365,84.1461843586,0.2256457518,0.2311984948,0.2373238214,0.2116382503,,,,,1.2258104296,1.1862670494,1.2550362875,1.1510344515,6.0847013932,6.0995864808,6.5184333903,5.5979523451,1.5841017297,1.5710641937,1.6577427754,1.4920298861,0.9946252155,0.9948777231,0.9993444549,0.9881516937,0.0725919005,0.0715211704,0.0747471465,0.0685032653,0.1187184548,0.1146119406,0.1237776414,0.1108532541,45.9123929966,46.1186978247,49.6044115235,43.3273620417,0.306504769,0.3050003914,0.3200528341,0.2908923611,,,,,,,,
1895,2018-12-09,0.0310194857,0.0305903174,0.0323665267,0.0295114593,0.0310194857,0.0305903174,0.0323665267,0.0295114593,,,,,115.2618353754,107.4702912993,120.2861392997,105.5703882267,,,,,3507.3063671956,3452.5884991144,3642.4148503997,3374.3669866557,12.2712756756,12.1194762856,12.7518112149,11.6845296584,,,,,74.7707152496,70.032373865,76.3783301873,66.8952848082,,,,,,,,,1.9797397401,1.8544102971,2.1050835837,1.7324924808,3.8587020066,3.9218161472,4.2294503457,3.7471358031,92.4155490003,92.1524039451,98.2558738561,88.1688792548,0.2307820419,0.2252917996,0.2401822463,0.2195668998,,,,,1.236758648,1.2254970138,1.3084832233,1.1893301917,6.2790124469,6.0760591173,6.8807773668,5.9299521078,1.6360168141,1.5839570112,1.688929369,1.5567657636,0.9940015809,0.9946252155,0.9975230728,0.9916496546,0.0732813815,0.0725429708,0.0768582255,0.0698699276,0.1213050122,0.1186981471,0.1256286506,0.114428159,46.8860666407,45.9125341539,48.7060149497,44.7514096092,0.3082728594,0.3066127027,0.3180469011,0.2977583319,,,,,,,,
